id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria
3536,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,presencial,10.0
3537,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,presencial,30.0
3538,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,equipo de protección personal,presencial,12.0
3539,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,presencial,20.0
3540,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,diseño ergonómico de puestos de trabajo,presencial,12.0
3541,curso,servicios socioculturales y a la comunidad,salud y medicina,administración de medicamentos,presencial,20.0
3542,curso,servicios socioculturales y a la comunidad,salud y medicina,atención integral del adulto mayor,presencial,40.0
3543,curso,servicios socioculturales y a la comunidad,salud y medicina,bioseguridad y eliminación de desechos según la normativa del msp,presencial,20.0
3544,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidados paliativos,presencial,60.0
3545,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidados de heridas y ulceras,presencial,40.0
3546,curso,servicios socioculturales y a la comunidad,salud y medicina,farmacología aplicadas en enfermedades crónicas no transmisibles más comunes,presencial,60.0
3547,curso,servicios socioculturales y a la comunidad,salud y medicina,instrumentación quirúrgica,presencial,60.0
3548,curso,servicios socioculturales y a la comunidad,salud y medicina,nutrición para la salud,presencial,60.0
3549,curso,servicios socioculturales y a la comunidad,salud y medicina,rcp avanzado - soporte vital cardiovascular avanzado (scva),presencial,40.0
3550,curso,servicios socioculturales y a la comunidad,salud y medicina,rcp básico y apoyo vital básico,presencial,40.0
3551,curso,servicios socioculturales y a la comunidad,salud y medicina,seguridad alimentaria,presencial,60.0
3552,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios básicos,presencial,40.0
3553,curso,servicios socioculturales y a la comunidad,salud y medicina,signos vitales,presencial,12.0
3554,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajos en alturas,online,20.0
3555,curso,administración y legislación,atención y servicios de oficina,atención y servicio al cliente,online,16.0
3556,curso,servicios socioculturales y a la comunidad,salud y medicina,nutriciòn para la salud,online,60.0
3557,curso,administración y legislación,administración general,emprendimiento,online,30.0
3558,curso,administración y legislación,atención y servicios de oficina,"imagen, etiqueta y protocolo empresarial",online,13.0
3559,curso,administración y legislación,atención y servicios de oficina,oratoria efectiva,online,20.0
3560,curso,finanzas comercio y ventas,marketing y ventas,tècnicas de ventas,online,16.0
3561,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formaciòn de formadores en base a competencias,online,90.0
3562,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevenciòn de riesgos laborales,online,20.0
3563,curso,tecnologías de la información y comunicación,programas de escritorio,excel intermedio i,online,30.0
3564,curso,administración y legislación,legislación,tributaciòn fiscal y obligaciones laborales,online,30.0
3565,curso,administración y legislación,administración contable y de costos,contabilidad bàsica,online,30.0
3566,curso,administración y legislación,administración contable y de costos,contabilidad de costos y comercial,online,30.0
3567,curso,administración y legislación,administración general,contrataciòn pùblica,online,40.0
3568,curso,electricidad y electrónica,redes eléctricas,formación y acompañamiento de linieros fríos y energizados,presencial,520.0
3569,curso,artes y artesanía,peluquería y belleza barbería y estilismo,colorimetría,presencial,100.0
3570,curso,artes y artesanía,cosmetología,cosmetología,presencial,120.0
3571,curso,artes y artesanía,cosmetología,masaje aplicado a la estética,presencial,80.0
3572,curso,artes y artesanía,cosmetología,drenaje linfático manual en procesos pre y post quirúrgicos,presencial,60.0
3573,curso,artes y artesanía,cosmetología,aparatología estética,presencial,65.0
3574,curso,artes y artesanía,cosmetología,depilación mecánica,presencial,30.0
3575,curso,artes y artesanía,peluquería y belleza barbería y estilismo,maquillaje profesional,presencial,100.0
3576,curso,artes y artesanía,peluquería y belleza barbería y estilismo,diseño de mirada,presencial,30.0
3577,curso,artes y artesanía,peluquería y belleza barbería y estilismo,diseño de uñas,presencial,50.0
3578,curso,artes y artesanía,peluquería y belleza barbería y estilismo,"corte, cepillado y alisados",presencial,100.0
3579,curso,artes y artesanía,peluquería y belleza barbería y estilismo,estética capilar,presencial,50.0
3580,curso,servicios socioculturales y a la comunidad,salud y medicina,"nutrición, salud y bienestar",presencial,30.0
3581,curso,comunicación y artes gráficas,métodos y técnicas de promoción y difusión,community management,presencial,30.0
3582,curso,comunicación y artes gráficas,métodos y técnicas de promoción y difusión,publicidad,presencial,30.0
3583,curso,comunicación y artes gráficas,métodos y técnicas de promoción y difusión,creación de sitios web,presencial,30.0
3584,curso,comunicación y artes gráficas,métodos y técnicas de promoción y difusión,publicidad,online,30.0
3585,curso,comunicación y artes gráficas,métodos y técnicas de promoción y difusión,community management,online,30.0
3586,curso,agronomía,agricultura orgánica,huertos urbanos,presencial,40.0
3587,curso,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas,presencial,50.0
3588,curso,electricidad y electrónica,electrodomésticos,reparación de electrodomésticos,presencial,110.0
3589,curso,artes y artesanía,artesanía,artesanías y manualidades,presencial,40.0
3590,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,presencial,60.0
3591,curso,tecnologías de la información y comunicación,software especializado,contratación pública - manejo del portal ushay para contratantes,presencial,60.0
3592,curso,administración y legislación,evaluación de proyectos,diseño y gestión de proyectos,presencial,80.0
3593,curso,servicios socioculturales y a la comunidad,gestión cultural,gestión cultural y artística,presencial,70.0
3594,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,presencial,200.0
3595,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,presencial,200.0
3596,curso,educación y capacitación,idiomas,nivel intermedio b1 - inglés,presencial,200.0
3597,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés,presencial,200.0
3598,curso,educación y capacitación,idiomas,nivel avanzado c1 - inglés,presencial,200.0
3599,curso,educación y capacitación,idiomas,nivel avanzado c2 - inglés,presencial,200.0
3600,curso,procesos industriales,textil,corte y confección con enfoque en lencería,presencial,40.0
3601,curso,alimentación gastronomía y turismo,cocina nacional e internacional,gastronomía nacional e internacional,presencial,120.0
3602,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,servicio para hoteles bares y restaurantes,presencial,120.0
3603,curso,tecnologías de la información y comunicación,hardware y equipos,mantenimiento y arreglo de celulares,presencial,120.0
3604,curso,electricidad y electrónica,electricidad domiciliaria,electricidad básica,presencial,120.0
3605,curso,procesos industriales,textil,corte y confección,presencial,120.0
3606,curso,administración y legislación,administración general,gestión empresarial,presencial,120.0
3607,curso,artes y artesanía,artesanía,manualidades,presencial,120.0
3608,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidados paleativos para adultos mayores,presencial,120.0
3609,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,elaboración de alimentos procesados derivados de las frutas,presencial,60.0
3610,curso,administración y legislación,administración contable y de costos,contabilidad,presencial,80.0
3611,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas alimentarias,presencial,120.0
