id_curso,curso,area,especialidad,modalidad,carga_horaria,costo
4564,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4578,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4581,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4582,"asistencia en peluquería, belleza y cosmetología",artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,40,
4586,asesoria tecnica contable,finanzas comercio y ventas,economía aplicada,desconocida,40,
4597,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
4598,higiene y manipulacion de alimentos,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,8,
4599,interpretación de la norma iso/iec 17025:2017,administración y legislación,gestión de la calidad,desconocida,16,
4600,"instalación, mantenimiento y reparación de redes de fibra óptica gpon ftth.",tecnologías de la información y comunicación,instalación mantenimiento y reparación de fibra óptica,desconocida,40,386.8
4601,"contratación pública de bienes y servicios, para proveedores del estado",administración y legislación,administración general,desconocida,32,
4606,actualización curricular,educación y capacitación,diseño educativo y curricular,desconocida,40,
4607,contabilidad y nómina,administración y legislación,administración contable y de costos,desconocida,24,
4608,gestión de nómina y prestaciones laborales,administración y legislación,gestión del talento humano,desconocida,24,
4611,"contratación pública de bienes y servicios, para proveedores del estado",administración y legislación,administración general,desconocida,32,
4612,"contratación pública de obras, para proveedores del estado",administración y legislación,administración general,desconocida,32,
4613,prevención de riesgos laborales en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4614,"word, excel y power point",tecnologías de la información y comunicación,programas de escritorio,desconocida,40,386.8
4615,excel avanzado y tablas dinámicas,educación y capacitación,capacitación,desconocida,32,
4616,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4617,prevención de riesgos psicosociales en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4628,actividades de vigilancia y seguridad privada,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4629,supervisión de control de calidad en higiene ambiental hospitalaria,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
4630,gestión interna de los residuos y desechos generados en los establecimientos de salud,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4631,limpieza y desinfección hospitalaria,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4632,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
4633,masaje terapeutico relajante,servicios socioculturales y a la comunidad,salud y medicina,desconocida,16,
4634,masajeterapia profunda,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4635,masajeterapia relajante,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4636,masajes terapéuticos de spa,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4637,drenaje linfático manual,servicios socioculturales y a la comunidad,salud y medicina,desconocida,32,
4638,reflexología,servicios socioculturales y a la comunidad,salud y medicina,desconocida,32,
4639,masaje deportivo,servicios socioculturales y a la comunidad,salud y medicina,desconocida,32,
4640,aromaterapia,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4641,cuidados terapéuticos del adulto mayor,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4645,emprendimiento servicio al cliente y marketing para economia popular y solidaria,finanzas comercio y ventas,marketing y ventas,desconocida,24,
4646,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4647,comunicación efectiva y presentaciones exitosas,comunicación y artes gráficas,medios de comunicación social,desconocida,16,
4648,supervisión de control de calidad en higiene ambiental hospitalaria,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
4649,control y vigilancia en la gestión interna de los residuos y desechos generados en los establecimientos de salud,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
4655,"auditoría interna en sistemas integrados de gestión iso 9001:2015, iso 14001:2015 e iso 45001:2018.",administración y legislación,administración general,desconocida,40,
4656,primeros auxilios.,educación y capacitación,capacitación,desconocida,16,
4659,soporte vital básico y primeros auxilios,servicios socioculturales y a la comunidad,salud y medicina,desconocida,8,
4660,primeros auxilios.,educación y capacitación,capacitación,desconocida,16,
4663,análisis de datos con spss - estadística descriptiva para investigadores,administración y legislación,administración contable y de costos,desconocida,40,
4664,emprendimiento y liderazgo personal,finanzas comercio y ventas,marketing y ventas,desconocida,40,
4665,mediación módulo i,administración y legislación,legislación,desconocida,40,
4738,coaching de vida y liderazgo,educación y capacitación,capacitación,desconocida,40,
4739,comunicación interna: de la cultura organizacional 1.0 a 2.0,tecnologías de la información y comunicación,análisis de sistemas,desconocida,16,154.72
4740,desarrollo de habilidades cognitivas y emocionales,educación y capacitación,capacitación,desconocida,40,
4747,auditoría de cumplimiento sobre las normas de prevención de lavado de activos,administración y legislación,legislación,desconocida,16,
4748,normas de prevención de lavado de activos y la debida diligencia,administración y legislación,legislación,desconocida,8,
4749,elaboración del manual y matriz de riesgo para la prevención de lavado de activos,administración y legislación,legislación,desconocida,16,
4753,técnicas hoteleras para servicio en la habitación,alimentación gastronomía y turismo,servicio de recepción limpieza pisos y afines,desconocida,40,
4757,asesoria tecnica contable,finanzas comercio y ventas,economía aplicada,desconocida,40,
4758,gestión de nómina y prestaciones laborales,administración y legislación,gestión del talento humano,desconocida,24,
4759,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4760,cuidados terapéuticos del adulto mayor,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4761,limpieza y desinfeccion hospitalaria,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4765,sensibilizacion ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,24,
4766,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
4767,"asistencia en contabilidad, tributacion, y nomina modulo 4 nómina",administración y legislación,administración contable y de costos,desconocida,24,
4768,asistencia en la gestión del talento humano,administración y legislación,gestión del talento humano,desconocida,16,
4775,equipos de protección personal,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
4776,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4795,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
