id_curso,area,especialidad,curso,modalidad,carga_horaria,costo
1625,tecnologías de la información y comunicación,programas de escritorio,excel para la gestión comercial,desconocida,40.0,243.6
1626,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primera respuesta,desconocida,24.0,
1627,mecánica industrial y minería,explosivos,seguridad en el manejo de explosivos.,desconocida,16.0,
1628,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación de extintores portátiles,desconocida,8.0,
1629,educación y capacitación,capacitación,primeros auxilios.,desconocida,16.0,
1630,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
1631,tecnologías de la información y comunicación,software especializado,sistemas automatizados de contabilidad y tributación,desconocida,40.0,386.8
1632,forestal ecología y medio ambiente,tratamiento de residuos,gestión de residuos peligrosos,desconocida,16.0,
1633,procesos industriales,seguridad prevención de riesgos e higiene industrial,legislación y normativa de seguridad y salud ocupacional,desconocida,32.0,
1634,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a2,desconocida,32.0,
1635,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24.0,
1636,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
1637,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24.0,
1638,educación y capacitación,idiomas,ingles a2.1,desconocida,40.0,
1639,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
1640,administración y legislación,administración contable y de costos,declaraciones tributarias,desconocida,32.0,
1641,administración y legislación,administración contable y de costos,contabilidad básica,desconocida,40.0,
1642,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
1643,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión y elaboración de estudios de impactos ambientales,desconocida,40.0,
1644,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoría ambiental de cumplimiento,desconocida,16.0,
1645,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
1646,forestal ecología y medio ambiente,tratamiento de residuos,gestión de residuos peligrosos,desconocida,16.0,
1647,procesos industriales,seguridad prevención de riesgos e higiene industrial,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",desconocida,24.0,
1648,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en trabajo de alturas,desconocida,40.0,
1649,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
1650,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el transporte y almacenamiento de productos químicos peligrosos.,desconocida,8.0,
1651,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
1652,electricidad y electrónica,redes eléctricas,instalación y diseño de sistemas con paneles fotovoltaicos conectados a la red eléctrica,desconocida,40.0,
1653,electricidad y electrónica,electricidad industrial,control eléctrico industrial,desconocida,40.0,
1654,transporte y logística,geodesia,topografía con rtk - estación total y civil 3d en un flujo bim aplicada,desconocida,40.0,
1655,educación y capacitación,capacitación,"bim en diseño de plataformas, movimiento de tierras y planillaje con civil-3d",desconocida,40.0,
1656,finanzas comercio y ventas,marketing y ventas,clínica de ventas para emprendedores,desconocida,8.0,
1657,procesos industriales,automatización industrial y robótica,"comprender la conexión, programación y puesta en marcha de variadores de frecuencia",desconocida,40.0,
1658,procesos industriales,automatización industrial y robótica,manejo del módulo lógico programable siemens logo,desconocida,32.0,
1659,procesos industriales,automatización industrial y robótica,automatización industrial mediante controladores lógicos programables (plcs) y pantalla hmi,desconocida,40.0,
1660,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,auditoría interna en bpm (fda - arcsa) y sistema haccp (codex alimentarius) de industrias alimentarias,desconocida,40.0,
1661,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas practicas de manufactura de alimentos procesados (bpm),desconocida,40.0,
1662,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,calidad e inocuidad alimentaria (ppr - haccp),desconocida,40.0,
1663,tecnologías de la información y comunicación,redes,"introudcción a las redes, ccna 200-301",desconocida,40.0,160.0
1664,forestal ecología y medio ambiente,gestión e impacto ambiental,peritaje ambiental,desconocida,40.0,
1665,finanzas comercio y ventas,crédito y cobranzas,análisis de crédito y gestión de cobranzas,desconocida,24.0,
1666,finanzas comercio y ventas,comercio exterior y cambios,importación y exportación de mercancías,desconocida,40.0,
1667,administración y legislación,administración general,cultura emprendedora,desconocida,8.0,
1668,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
1669,servicios socioculturales y a la comunidad,salud y medicina,soporte vital básico y primeros auxilios,desconocida,8.0,
1670,administración y legislación,administración contable y de costos,contabilidad y nómina,desconocida,24.0,
1671,administración y legislación,administración general,control de la administración pública,desconocida,24.0,
1672,administración y legislación,administración contable y de costos,tributacion,desconocida,24.0,
1673,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16.0,
1674,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales para microempresas,desconocida,8.0,
1675,finanzas comercio y ventas,marketing y ventas,administración de comunidades digitales / community mangement,desconocida,40.0,
1676,forestal ecología y medio ambiente,manejo y conservación de recursos naturales,modelamiento hidráulico e hidrológico,desconocida,40.0,
1677,administración y legislación,administración general,gestión de los procesos de contratación en la administración pública,desconocida,40.0,
1678,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
1679,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1680,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en establecimientos de salud,desconocida,16.0,
1681,servicios socioculturales y a la comunidad,salud y medicina,bioseguridad frente al covid-19,desconocida,40.0,
1682,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
1683,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en el manejo de productos químicos,desconocida,32.0,
1684,procesos industriales,seguridad prevención de riesgos e higiene industrial,limpieza y desinfección hospitalaria,desconocida,40.0,
1685,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
1686,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos psicosociales en el trabajo,desconocida,40.0,
1687,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
1688,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1689,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
1690,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,desconocida,40.0,
1691,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
1692,procesos industriales,seguridad prevención de riesgos e higiene industrial,indicadores del sistema de gestión de la seguridad y salud en el trabajo,desconocida,40.0,
1693,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios estàndares con rcp y dea,desconocida,40.0,
1694,servicios socioculturales y a la comunidad,salud y medicina,soporte vital básico y primeros auxilios,desconocida,8.0,
1695,transporte y logística,transporte de carga y de pasajeros,manejo defensivo y cultura preventiva en la conducción vehicular,desconocida,16.0,
1696,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16.0,
